story_code,story_name,plot_summary_25_50_words,author_code,in_what_order_are_the_investigation_and_reveal_portions_provided,name_of_detective_number_1,detective_number_1_gender,detective_number_1_role,name_of_detective_number_2,detective_number_2_gender,detective_number_2_role,name_of_assistant_number_1,assistant_number_1_gender,assistant_number_1_role,name_of_assistant_number_2,assistant_number_2_gender,assistant_number_2_role,more_than_two_assistants_if_yes_enter_total_number,number_of_victims_of_gender_male,number_of_victims_of_gender_female,number_of_culprits_of_gender_male,number_of_culprits_of_gender_female,number_of_culprits_of_gender_non_binary,number_of_culprits_of_gender_unknown,are_one_or_more_culprits_introduced_into_the_story_only_during_the_reveal,the_main_culprit,who_initiates_the_detectives_investigation,what_is_the_role_of_the_police_force_in_solving_the_crime,the_storys_main_action_focuses_on_a,when_do_es_the_crime_s_mystery_being_investigated_occur,types_of_crimes_or_quasi_crimes_present_in_story,motives,means_murder_only,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_correctly_guess_the_solution_before_the_reveal,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_definitively_solve_the_crime_before_the_reveal,did_either_annotator_personally_correctly_guess_the_solution_to_the_crime_before_the_reveal,types_of_clues,what_is_the_essential_clue_in_the_story_if_present,of_what_type_is_the_essential_clue_if_present,what_is_the_most_salient_clue_in_the_story_if_clues_are_present,of_what_type_is_the_most_salient_clue_if_clues_are_present,describe_the_main_red_herring_if_present,of_what_type_is_the_main_red_herring_if_present,presence_of_planted_or_fabricated_evidence,types_of_evidence_made_available_in_the_story,is_the_crime_solved,does_the_detective_pointedly_and_independently_decide_not_to_alert_the_authorities_to_the_facts_of_the_crime_despite_the_fact_that_an_actionable_crime_has_been_committed,do_you_receive_a_satisfying_narrative_of_account_of_the_crime_s_in_all_their_relevant_details_and_a_summary_of_the_process_by_which_the_crime_s_are_solved,how_satisfying_is_this_story_as_a_piece_of_detective_fiction,would_you_recommend_this_story_to_a_friend,crime_trajectory,what_is_the_reveal_border_sentence,surname_s,given_name_s,sex,year_of_birth,country_of_birth,city_town_of_birth,date_of_death_yyyy_mm_dd,country_of_death,city_town_of_death,nationality_ies,viaf,story_url,date_of_first_publication_yyyy_mm_dd,format_of_first_publication_journal_or_book,name_of_journal_or_title_of_book,text_words,before_reveal_words,after_reveal_words,title_words,unique,year_published
CKS41,The Eugenic Bride,"(Eugenics) A man’s wife-to-be seems to be getting ill, and it is thought to be a result of her bad genetics. His family is largely involved in eugenics and wants him to marry the best person possible for him. Will these gene-crossed lovers find true happiness and live happily ever after?",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,1,1,1,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Assault",Greed,NA,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The voice matching technology,Physical clue,The poisoning of Edith (i.e. sudden illness due to ‘bad genetics’),Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,No qrime → qrime,"WE arrived almost as the clock was striking, Kennedy carrying the phonograph record and another blank record, and a boy tugging along the machine itself.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1914-04-01,Journal,Cosmopolitan,7812,5366,2423,18,FALSE,1914
CKS25,The Kleptomaniac,"During holiday season, a spree of shoplifting has the high-end department stores of New York at their wit’s end. One of the suspects implicated in the thefts is Mrs. William Willoughby, a woman of unassailable wealth and reputation.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,0,0,2,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Theft, Forgery","Greed, Crime-for-crime's-sake, Insanity",NA,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The theft captured on camera by Craig Kennedy,Physical clue,The phone call between the two ladies,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,Qrime → same qrime,"Kennedy leaped directly into the middle of things with his characteristic ardor. ""You recall,"" he began, ""that no one seemed to know just who took the jewels in both the cases you first reported? 'Seeing is believing,' is an old saying, but in the face of such reports as you detectives gathered it is in a fair way to lose its force. And you were not at fault, either, for modern psychology is proving by experiments that people do not see even a fraction of the things they confidently believe they see.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1912-12-01,Journal,Hearst's Magazine,8990,7044,1856,17,FALSE,1912
CKS26,The Opium Joint,"Former actress Bertha Curtis is found dead in the harbour with a bullet in her calf. While some police officers suspect suicide, Curtis had been known to frequent the crime square of Chinatown, and her death might have something to do with disturbing developments in New York’s opium trade.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,1,2,0,0,0,No,Acts mostly alone with some assistance,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Assault, Trafficking",Greed,"Poison, Firearm, Asphyxiation",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The bullets' identifying markings,Physical clue,The victim being engaged to Chin Jung,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,Qrime → same qrime,"""Real tong leader,"" added Craig, ""and the murderer of the white girl to whom he was engaged. This is the goggled chauffeur of the red car that met the smuggling boat, and in which Bertha Curtis rode, unsuspecting, to her death.""",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1913-01-01,Journal,Hearst's Magazine,6625,6453,133,16,FALSE,1913
CKS27,The Vampire,"Bradley Cushing, a chemist with a patent pending for an artificial rubber synthesis process, is found dead in his laboratory, with a cut through an arterial vein. In a town deeply invested in the natural rubber industry, too many have a stake in Cushing’s death.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,1,0,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,"Murder, Theft, Assault","Revenge, Insanity",Knife/sword,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",Dr. Harris' blood,Physical clue,Dr. Harris' anemia,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,Qrime → different qrime,The laboratory was darkened and Kennedy took his place beside an electric moving picture apparatus.,Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1913-02-01,Journal,Hearst's Magazine,6333,4868,1452,12,FALSE,1913
CKS28,The Green Curse,"Someone seems to be obsessed with the green art pieces a museum contains, and either steals or vandalizes them. Miss White, one of the curators, is convinced that these mischiefs are linked with the presence of Ka’s sarcophagus, an Egyptian priestess of Thebes, whose green eyes appear to truly be hypnotic.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,1,0,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation, After the investigation","Murder, Theft, Mischief, Breaking and entering","Greed, Revenge, Jealousy, Ideology, Insanity",Explosives,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The absinth found in Edouard Delaverde’s room,Physical clue,The note left by Miss. White,Physical clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → same qrime,It is only recently that our own government placed a ban on the importation of that stuff as a result of the decision of the Department of Agriculture that it was dangerous to health and conflicted with the pure food law.,Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1913-04-01,Journal,Cosmopolitan,7763,4185,3539,16,FALSE,1913
CKS29,The Sybarite,"Actress Blanche Blaisdell found poisoned with phosphorus in Novella, a beauty parlour. That same night, a doctor finds a young woman wandering the streets, incoherent.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,1,0,1,0,0,No,Acts alone,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Forgery","Revenge, Jealousy",Poison,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",The testing of the suspects' heartbeats,Physical clue,The wife was also going to the parlour,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,2,No,Qrime → same qrime,At last he was ready to begin.,Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1913-05-01,Journal,Cosmopolitan,7843,6238,1600,13,FALSE,1913
CKS30,The Phantom Circuit,"A millionaire has been receiving threatening letters form a secret organization, and says he hears voices coming from the ceiling of his desk, while he had made it absolutely soundproof. Fearing spies and doubting all those around him, he calls for Craig Kennedy.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,1,1,2,0,0,0,Yes,Acts on behalf of a crime syndicate,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation, After the investigation","Murder, Blackmail, Assault, Kidnapping",Ideology,Poison,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",The hidden circuit that transmitted the audio into the soundproof room.,Physical clue,The presence of the leader of the brotherhood in town,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → different qrime,"""It is the voice I heard last night,""",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1913-06-01,Journal,Cosmopolitan,6694,5031,1657,20,FALSE,1913
CKS42,The Dead-Line,"A woman has lost the jewels given to her by her husband, and she is afraid of what he may do if he finds out the truth! In a tale of gambling, deceit, mysterious death, and poroscopy, Craig Kennedy must figure out what has happened to these precious artifacts!",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,1,1,3,1,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Suspected murder, Theft, Blackmail, Assault, Forgery, Breaking and entering","Greed, Love, Self-defence",Natural causes,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The forehead print of Lynn,Physical clue,The behaviour of Antoinette,Testimonial clue,The gambling debts,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,Qrime → same qrime,"A glance had told her, if she had deceived herself before, that Kennedy knew her secret.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1914-05-01,Journal,Cosmopolitan,8390,7220,1156,14,FALSE,1914
CKS43,The Curio Shop,"(Orientalism; Indigene) Professor Northrop, a colleague of Professor Kennedy, is a real Indiana Jones-like figure. However, Northrop is kidnapped after an expedition to Mexico. What seems to be simply a personal case turns into an anti-American conspiracy made more difficult by incompetent pathologists.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,2,2,1,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Theft, Kidnapping, Breaking and entering","Greed, Jealousy, Ideology",Poison,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The starch test done on the poison,Physical clue,The letter,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,Qrime → same qrime,"""MEXICO,"" began Craig, after he had said a few words explaining why he had brought us together, ""is full of historical treasure.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1914-06-01,Journal,Cosmopolitan,8056,6621,1415,15,FALSE,1914
CKS44,The Germ Letter,"In a thrilling case of poison by letter, a woman begs for the assistance of Craig Kennedy in saving her and her dog! Who would dare poison her pup, and how could this mysterious poison be transmitted by letter?",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,2,3,1,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Theft, Fraud, Blackmail, Mischief","Greed, Love",NA,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The abnormalities found in the blood,Physical clue,The lack of germ cells in the letter and the blood,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,3,Yes,Qrime → same qrime,"Suddenly from above came a heavy thud, as if someone had fallen on the floor above us, followed by a suppressed shuffling of feet and a cry of help.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1914-07-01,Journal,Cosmopolitan,7760,6510,1223,16,FALSE,1914
CKS45,The Wireless Wire-Tappers,"A woman is missing after writing a letter regarding an affair, and is found days later, coated in a varnish and with multiple puncture wounds. The only clues that can be found come from intricate wire-tapping technology!",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,1,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Blackmail, Breaking and entering","Revenge, Pride","Knife/sword, Natural causes",Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",The message signed by Edwards,Physical clue,The information regarding the affair,Testimonial clue,Dr. Jermyn’s skill and access to skin varnish,Testimonial clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,Qrime → same qrime,"As we entered the saloon of the houseboat, I kept close watch over Waldon.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1914-08-01,Journal,Cosmopolitan,7333,6450,871,26,FALSE,1914
CKS46,The Family Skeleton,"Who doesn’t love a good bath? Well, Owen Minturn, one of the foremost criminal lawyers, takes one every day. However, his love for baths does not protect him from being killed by one. How does one die of a bath? Craig Kennedy is here to find out.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,0,1,1,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Mischief",Revenge,Poison,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The chemicals found at the bath,Physical clue,The lead found in the water,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,No qrime → qrime,"I WAS surprised at dinner to receive a wire from Craig saying that he was bringing down Doctor Gunther, Mrs. Pearcy, and Isabel to New York, and asking me to have Warner Pearcy and Josephson at the laboratory at nine o'clock.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1914-09-01,Journal,Cosmopolitan,7872,6581,1252,20,FALSE,1914
